# k_av S_color
6.900000e+00 9.878284e-01
7.000000e+00 9.892981e-01
7.100000e+00 9.897898e-01
7.200000e+00 9.922070e-01
7.300000e+00 9.905997e-01
7.400000e+00 9.926597e-01
7.500000e+00 9.937139e-01
7.600000e+00 9.929183e-01
7.700000e+00 9.944300e-01
7.800000e+00 9.945105e-01
7.900000e+00 9.951074e-01
8.000000e+00 9.961463e-01
8.100000e+00 9.959332e-01
8.200000e+00 9.961043e-01
8.300000e+00 9.965029e-01
8.400000e+00 9.960970e-01
8.500000e+00 9.969711e-01
8.600000e+00 9.974203e-01
8.700000e+00 9.978187e-01
8.800000e+00 9.978810e-01
8.900000e+00 9.978901e-01
9.000000e+00 9.977638e-01
9.100000e+00 9.983614e-01
9.200000e+00 9.984973e-01
9.300000e+00 9.982978e-01
9.400000e+00 9.985489e-01
9.500000e+00 9.985542e-01
9.600000e+00 9.987068e-01
9.700000e+00 9.989397e-01
9.800000e+00 9.989069e-01
9.900000e+00 9.991500e-01
1.000000e+01 9.990763e-01
1.000000e+00 0.000000e+00
1.100000e+00 6.773409e-119
1.200000e+00 1.146073e-03
1.300000e+00 2.017578e-02
1.400000e+00 7.048592e-02
1.500000e+00 1.233059e-01
1.600000e+00 1.791884e-01
1.700000e+00 2.194736e-01
1.800000e+00 2.912068e-01
1.900000e+00 3.533154e-01
2.000000e+00 4.037059e-01
2.100000e+00 4.470776e-01
2.200000e+00 4.787906e-01
2.300000e+00 5.163933e-01
2.400000e+00 5.654485e-01
2.500000e+00 6.039128e-01
2.600000e+00 6.434460e-01
2.700000e+00 6.459440e-01
2.800000e+00 6.690278e-01
2.900000e+00 7.139501e-01
3.000000e+00 7.283707e-01
3.100000e+00 7.476159e-01
3.200000e+00 7.666986e-01
3.300000e+00 7.880107e-01
3.400000e+00 8.096400e-01
3.500000e+00 8.256630e-01
3.600000e+00 8.280235e-01
3.700000e+00 8.526961e-01
3.800000e+00 8.661200e-01
3.900000e+00 8.698433e-01
4.000000e+00 8.824033e-01
4.100000e+00 8.897177e-01
4.200000e+00 8.937635e-01
4.300000e+00 9.153580e-01
4.400000e+00 9.195913e-01
4.500000e+00 9.168048e-01
4.600000e+00 9.339030e-01
4.700000e+00 9.277192e-01
4.800000e+00 9.316924e-01
4.900000e+00 9.436943e-01
5.000000e+00 9.420066e-01
5.100000e+00 9.493502e-01
5.200000e+00 9.538732e-01
5.300000e+00 9.602029e-01
5.400000e+00 9.634217e-01
5.500000e+00 9.686060e-01
5.600000e+00 9.682797e-01
5.700000e+00 9.701976e-01
5.800000e+00 9.730009e-01
5.900000e+00 9.737022e-01
6.000000e+00 9.766113e-01
6.100000e+00 9.788208e-01
6.200000e+00 9.797448e-01
6.300000e+00 9.827670e-01
6.400000e+00 9.858627e-01
6.500000e+00 9.843770e-01
6.600000e+00 9.861830e-01
6.700000e+00 9.870601e-01
6.800000e+00 9.881535e-01
6.900000e+00 9.886254e-01
7.000000e+00 9.899713e-01
7.100000e+00 9.909812e-01
7.200000e+00 9.915163e-01
7.300000e+00 9.916834e-01
7.400000e+00 9.931626e-01
7.500000e+00 9.938744e-01
7.600000e+00 9.937173e-01
7.700000e+00 9.942946e-01
7.800000e+00 9.940247e-01
7.900000e+00 9.953387e-01
8.000000e+00 9.958237e-01
8.100000e+00 9.962610e-01
8.200000e+00 9.968176e-01
8.300000e+00 9.972529e-01
8.400000e+00 9.970860e-01
8.500000e+00 9.971915e-01
8.600000e+00 9.965033e-01
8.700000e+00 9.973147e-01
8.800000e+00 9.981690e-01
8.900000e+00 9.980527e-01
9.000000e+00 9.983631e-01
9.100000e+00 9.984073e-01
9.200000e+00 9.986254e-01
9.300000e+00 9.987403e-01
9.400000e+00 9.985122e-01
9.500000e+00 9.986611e-01
9.600000e+00 9.988691e-01
9.700000e+00 9.988291e-01
9.800000e+00 9.981822e-01
9.900000e+00 9.992803e-01
1.000000e+01 9.990006e-01
1.000000e+00 0.000000e+00
1.100000e+00 9.451553e-120
1.200000e+00 1.247530e-03
1.300000e+00 2.210190e-02
1.400000e+00 5.800792e-02
1.500000e+00 1.228123e-01
1.600000e+00 1.761648e-01
1.700000e+00 2.137493e-01
1.800000e+00 2.946839e-01
1.900000e+00 3.467038e-01
2.000000e+00 4.103475e-01
2.100000e+00 4.372155e-01
2.200000e+00 4.917707e-01
2.300000e+00 5.259987e-01
2.400000e+00 5.527066e-01
2.500000e+00 5.965736e-01
2.600000e+00 6.260213e-01
2.700000e+00 6.529920e-01
2.800000e+00 6.836353e-01
2.900000e+00 7.243057e-01
3.000000e+00 7.370886e-01
3.100000e+00 7.533490e-01
3.200000e+00 7.734244e-01
3.300000e+00 7.947422e-01
3.400000e+00 8.091309e-01
3.500000e+00 8.261683e-01
3.600000e+00 8.355100e-01
3.700000e+00 8.352749e-01
3.800000e+00 8.568490e-01
3.900000e+00 8.813437e-01
4.000000e+00 8.846294e-01
4.100000e+00 8.911772e-01
4.200000e+00 8.949844e-01
4.300000e+00 9.099803e-01
4.400000e+00 9.176843e-01
4.500000e+00 9.222486e-01
4.600000e+00 9.286943e-01
4.700000e+00 9.297044e-01
4.800000e+00 9.395119e-01
4.900000e+00 9.451150e-01
5.000000e+00 9.493054e-01
5.100000e+00 9.531824e-01
5.200000e+00 9.557880e-01
5.300000e+00 9.590782e-01
5.400000e+00 9.634567e-01
5.500000e+00 9.630876e-01
5.600000e+00 9.644556e-01
5.700000e+00 9.649213e-01
5.800000e+00 9.724755e-01
5.900000e+00 9.732266e-01
6.000000e+00 9.792880e-01
6.100000e+00 9.784454e-01
6.200000e+00 9.800817e-01
6.300000e+00 9.819515e-01
6.400000e+00 9.816913e-01
6.500000e+00 9.844289e-01
6.600000e+00 9.853577e-01
6.700000e+00 9.848439e-01
6.800000e+00 9.889180e-01
6.900000e+00 9.895738e-01
7.000000e+00 9.880335e-01
7.100000e+00 9.909055e-01
7.200000e+00 9.912437e-01
7.300000e+00 9.916029e-01
7.400000e+00 9.929179e-01
7.500000e+00 9.930963e-01
7.600000e+00 9.932853e-01
7.700000e+00 9.940658e-01
7.800000e+00 9.945078e-01
7.900000e+00 9.953906e-01
8.000000e+00 9.960379e-01
8.100000e+00 9.960627e-01
8.200000e+00 9.967501e-01
8.300000e+00 9.969492e-01
8.400000e+00 9.971016e-01
8.500000e+00 9.971183e-01
8.600000e+00 9.977511e-01
8.700000e+00 9.977494e-01
8.800000e+00 9.975351e-01
8.900000e+00 9.978385e-01
9.000000e+00 9.981131e-01
9.100000e+00 9.985925e-01
9.200000e+00 9.984515e-01
9.300000e+00 9.987365e-01
9.400000e+00 9.988824e-01
9.500000e+00 9.988751e-01
9.600000e+00 9.990002e-01
9.700000e+00 9.990194e-01
9.800000e+00 9.991608e-01
9.900000e+00 9.989705e-01
1.000000e+01 9.990613e-01
1.000000e+00 0.000000e+00
1.100000e+00 7.116599e-120
1.200000e+00 1.659507e-03
1.300000e+00 2.269887e-02
1.400000e+00 5.788131e-02
1.500000e+00 1.156207e-01
1.600000e+00 1.846493e-01
1.700000e+00 2.500332e-01
1.800000e+00 2.614188e-01
1.900000e+00 3.407626e-01
2.000000e+00 3.973915e-01
2.100000e+00 4.368635e-01
2.200000e+00 4.812983e-01
2.300000e+00 5.378317e-01
2.400000e+00 5.593654e-01
2.500000e+00 5.893760e-01
2.600000e+00 6.302423e-01
2.700000e+00 6.754763e-01
2.800000e+00 6.967896e-01
2.900000e+00 7.047495e-01
3.000000e+00 7.328647e-01
3.100000e+00 7.739988e-01
3.200000e+00 7.757015e-01
3.300000e+00 7.793409e-01
3.400000e+00 8.112854e-01
3.500000e+00 8.304619e-01
3.600000e+00 8.371838e-01
3.700000e+00 8.501814e-01
3.800000e+00 8.579521e-01
3.900000e+00 8.750006e-01
4.000000e+00 8.861140e-01
4.100000e+00 8.882432e-01
4.200000e+00 8.854130e-01
4.300000e+00 9.079255e-01
4.400000e+00 9.201515e-01
4.500000e+00 9.145803e-01
4.600000e+00 9.202324e-01
4.700000e+00 9.324477e-01
4.800000e+00 9.352797e-01
4.900000e+00 9.422254e-01
5.000000e+00 9.514694e-01
5.100000e+00 9.521365e-01
5.200000e+00 9.557562e-01
5.300000e+00 9.643850e-01
5.400000e+00 9.621329e-01
5.500000e+00 9.673758e-01
5.600000e+00 9.670685e-01
5.700000e+00 9.717264e-01
5.800000e+00 9.705070e-01
5.900000e+00 9.755934e-01
6.000000e+00 9.775073e-01
6.100000e+00 9.780125e-01
6.200000e+00 9.789205e-01
6.300000e+00 9.820328e-01
6.400000e+00 9.816949e-01
6.500000e+00 9.856893e-01
6.600000e+00 9.860093e-01
6.700000e+00 9.866444e-01
6.800000e+00 9.866579e-01
6.900000e+00 9.876770e-01
7.000000e+00 9.901190e-01
7.100000e+00 9.907740e-01
7.200000e+00 9.911636e-01
7.300000e+00 9.930182e-01
7.400000e+00 9.928347e-01
7.500000e+00 9.920845e-01
7.600000e+00 9.942285e-01
7.700000e+00 9.939455e-01
7.800000e+00 9.945578e-01
7.900000e+00 9.954983e-01
8.000000e+00 9.958229e-01
8.100000e+00 9.964308e-01
8.200000e+00 9.961960e-01
8.300000e+00 9.967403e-01
8.400000e+00 9.967058e-01
8.500000e+00 9.960268e-01
8.600000e+00 9.972047e-01
8.700000e+00 9.978189e-01
8.800000e+00 9.973016e-01
8.900000e+00 9.973759e-01
9.000000e+00 9.984132e-01
9.100000e+00 9.981732e-01
9.200000e+00 9.984944e-01
9.300000e+00 9.987008e-01
9.400000e+00 9.984704e-01
9.500000e+00 9.988076e-01
9.600000e+00 9.990314e-01
9.700000e+00 9.987686e-01
9.800000e+00 9.990205e-01
9.900000e+00 9.992311e-01
1.000000e+01 9.992731e-01
1.000000e+00 0.000000e+00
1.100000e+00 4.764292e-119
1.200000e+00 1.489089e-03
1.300000e+00 2.284732e-02
1.400000e+00 6.014913e-02
1.500000e+00 1.300842e-01
1.600000e+00 1.853591e-01
1.700000e+00 2.296789e-01
1.800000e+00 3.045692e-01
1.900000e+00 3.533225e-01
2.000000e+00 3.969174e-01
2.100000e+00 4.421145e-01
2.200000e+00 5.126423e-01
2.300000e+00 5.342556e-01
2.400000e+00 5.676612e-01
2.500000e+00 5.673140e-01
2.600000e+00 6.195383e-01
2.700000e+00 6.622033e-01
2.800000e+00 6.616089e-01
2.900000e+00 7.091829e-01
3.000000e+00 7.188824e-01
3.100000e+00 7.661910e-01
3.200000e+00 7.797818e-01
3.300000e+00 7.912187e-01
3.400000e+00 7.979448e-01
3.500000e+00 8.155061e-01
3.600000e+00 8.239192e-01
3.700000e+00 8.513830e-01
3.800000e+00 8.681897e-01
3.900000e+00 8.662896e-01
4.000000e+00 8.885503e-01
4.100000e+00 8.848909e-01
4.200000e+00 9.052450e-01
4.300000e+00 9.105842e-01
4.400000e+00 9.178973e-01
4.500000e+00 9.156329e-01
4.600000e+00 9.268307e-01
4.700000e+00 9.305154e-01
4.800000e+00 9.366766e-01
4.900000e+00 9.448215e-01
5.000000e+00 9.431914e-01
5.100000e+00 9.536556e-01
5.200000e+00 9.491193e-01
5.300000e+00 9.599968e-01
5.400000e+00 9.580345e-01
5.500000e+00 9.609876e-01
5.600000e+00 9.689928e-01
5.700000e+00 9.729299e-01
5.800000e+00 9.740083e-01
5.900000e+00 9.770002e-01
6.000000e+00 9.792868e-01
6.100000e+00 9.788527e-01
6.200000e+00 9.808958e-01
6.300000e+00 9.813374e-01
6.400000e+00 9.818034e-01
6.500000e+00 9.833095e-01
6.600000e+00 9.861805e-01
6.700000e+00 9.887074e-01
6.800000e+00 9.867246e-01
6.900000e+00 9.891870e-01
7.000000e+00 9.907845e-01
7.100000e+00 9.905675e-01
7.200000e+00 9.914352e-01
7.300000e+00 9.923013e-01
7.400000e+00 9.930030e-01
7.500000e+00 9.914609e-01
7.600000e+00 9.942945e-01
7.700000e+00 9.946219e-01
7.800000e+00 9.945085e-01
7.900000e+00 9.950362e-01
8.000000e+00 9.952867e-01
8.100000e+00 9.954185e-01
8.200000e+00 9.955192e-01
8.300000e+00 9.963968e-01
8.400000e+00 9.970860e-01
8.500000e+00 9.973268e-01
8.600000e+00 9.976149e-01
8.700000e+00 9.975733e-01
8.800000e+00 9.976477e-01
8.900000e+00 9.979442e-01
9.000000e+00 9.982633e-01
9.100000e+00 9.985449e-01
9.200000e+00 9.986253e-01
9.300000e+00 9.984556e-01
9.400000e+00 9.985352e-01
9.500000e+00 9.987680e-01
9.600000e+00 9.986320e-01
9.700000e+00 9.987646e-01
9.800000e+00 9.987736e-01
9.900000e+00 9.990271e-01
1.000000e+01 9.992050e-01
1.000000e+00 0.000000e+00
1.100000e+00 2.975458e-119
1.200000e+00 1.146417e-03
1.300000e+00 2.447851e-02
1.400000e+00 6.592644e-02
1.500000e+00 1.129146e-01
1.600000e+00 1.708670e-01
1.700000e+00 2.168048e-01
1.800000e+00 3.095454e-01
1.900000e+00 3.372019e-01
2.000000e+00 4.091139e-01
2.100000e+00 4.271360e-01
2.200000e+00 4.876724e-01
2.300000e+00 5.085275e-01
2.400000e+00 5.654882e-01
2.500000e+00 5.936486e-01
2.600000e+00 6.280358e-01
2.700000e+00 6.555887e-01
2.800000e+00 6.652937e-01
2.900000e+00 6.940899e-01
3.000000e+00 7.312396e-01
3.100000e+00 7.635410e-01
3.200000e+00 7.693861e-01
3.300000e+00 7.761284e-01
3.400000e+00 8.050576e-01
3.500000e+00 8.154913e-01
3.600000e+00 8.333152e-01
3.700000e+00 8.576637e-01
3.800000e+00 8.661732e-01
3.900000e+00 8.859949e-01
4.000000e+00 8.895951e-01
4.100000e+00 8.982794e-01
4.200000e+00 8.917349e-01
4.300000e+00 9.124171e-01
4.400000e+00 9.095721e-01
4.500000e+00 9.201312e-01
4.600000e+00 9.274973e-01
4.700000e+00 9.370810e-01
4.800000e+00 9.366045e-01
4.900000e+00 9.444704e-01
5.000000e+00 9.429266e-01
5.100000e+00 9.512830e-01
5.200000e+00 9.540488e-01
5.300000e+00 9.596522e-01
5.400000e+00 9.634309e-01
5.500000e+00 9.656278e-01
5.600000e+00 9.683025e-01
5.700000e+00 9.691831e-01
5.800000e+00 9.710788e-01
5.900000e+00 9.732181e-01
6.000000e+00 9.757094e-01
6.100000e+00 9.800834e-01
6.200000e+00 9.805079e-01
6.300000e+00 9.827893e-01
6.400000e+00 9.798288e-01
6.500000e+00 9.847920e-01
6.600000e+00 9.868379e-01
6.700000e+00 9.847215e-01
6.800000e+00 9.880780e-01
6.900000e+00 9.877609e-01
7.000000e+00 9.901884e-01
7.100000e+00 9.916058e-01
7.200000e+00 9.912415e-01
7.300000e+00 9.916612e-01
7.400000e+00 9.929942e-01
7.500000e+00 9.932525e-01
7.600000e+00 9.940083e-01
7.700000e+00 9.938184e-01
7.800000e+00 9.942515e-01
7.900000e+00 9.952241e-01
8.000000e+00 9.952156e-01
8.100000e+00 9.956644e-01
8.200000e+00 9.965405e-01
8.300000e+00 9.967598e-01
8.400000e+00 9.969281e-01
8.500000e+00 9.969094e-01
8.600000e+00 9.976241e-01
8.700000e+00 9.977496e-01
8.800000e+00 9.972509e-01
8.900000e+00 9.979440e-01
9.000000e+00 9.982134e-01
9.100000e+00 9.984061e-01
9.200000e+00 9.982380e-01
9.300000e+00 9.986178e-01
9.400000e+00 9.984306e-01
9.500000e+00 9.989032e-01
9.600000e+00 9.991562e-01
9.700000e+00 9.989907e-01
9.800000e+00 9.991873e-01
9.900000e+00 9.990442e-01
1.000000e+01 9.992731e-01
1.000000e+00 0.000000e+00
1.100000e+00 9.288062e-120
1.200000e+00 1.469048e-03
1.300000e+00 1.967804e-02
1.400000e+00 6.310048e-02
1.500000e+00 1.121541e-01
1.600000e+00 1.802852e-01
1.700000e+00 2.386847e-01
1.800000e+00 2.929424e-01
1.900000e+00 3.115255e-01
2.000000e+00 3.980617e-01
2.100000e+00 4.348793e-01
2.200000e+00 4.845901e-01
2.300000e+00 5.202468e-01
2.400000e+00 5.687170e-01
2.500000e+00 6.003530e-01
2.600000e+00 6.349249e-01
2.700000e+00 6.358516e-01
2.800000e+00 6.848943e-01
2.900000e+00 7.099810e-01
3.000000e+00 7.394033e-01
3.100000e+00 7.445999e-01
3.200000e+00 7.829619e-01
3.300000e+00 7.956389e-01
3.400000e+00 8.108061e-01
3.500000e+00 8.244124e-01
3.600000e+00 8.338436e-01
3.700000e+00 8.478408e-01
3.800000e+00 8.509771e-01
3.900000e+00 8.789354e-01
4.000000e+00 8.830245e-01
4.100000e+00 8.901888e-01
4.200000e+00 9.080788e-01
4.300000e+00 9.079077e-01
4.400000e+00 9.097232e-01
4.500000e+00 9.245097e-01
4.600000e+00 9.281279e-01
4.700000e+00 9.385976e-01
4.800000e+00 9.352995e-01
4.900000e+00 9.457165e-01
5.000000e+00 9.487863e-01
5.100000e+00 9.484744e-01
5.200000e+00 9.566491e-01
5.300000e+00 9.604722e-01
5.400000e+00 9.576554e-01
5.500000e+00 9.604834e-01
5.600000e+00 9.665681e-01
5.700000e+00 9.717542e-01
5.800000e+00 9.720121e-01
5.900000e+00 9.765304e-01
6.000000e+00 9.770615e-01
6.100000e+00 9.784529e-01
6.200000e+00 9.797200e-01
6.300000e+00 9.831460e-01
6.400000e+00 9.840735e-01
6.500000e+00 9.848037e-01
6.600000e+00 9.868285e-01
6.700000e+00 9.884970e-01
6.800000e+00 9.874907e-01
6.900000e+00 9.892609e-01
7.000000e+00 9.896697e-01
7.100000e+00 9.905643e-01
7.200000e+00 9.901226e-01
7.300000e+00 9.916817e-01
7.400000e+00 9.925842e-01
7.500000e+00 9.935624e-01
7.600000e+00 9.934964e-01
7.700000e+00 9.942976e-01
7.800000e+00 9.941741e-01
7.900000e+00 9.951086e-01
8.000000e+00 9.949655e-01
8.100000e+00 9.965307e-01
8.200000e+00 9.964479e-01
8.300000e+00 9.962661e-01
8.400000e+00 9.969278e-01
8.500000e+00 9.971794e-01
8.600000e+00 9.978871e-01
8.700000e+00 9.977552e-01
8.800000e+00 9.979393e-01
8.900000e+00 9.977337e-01
9.000000e+00 9.982629e-01
9.100000e+00 9.983136e-01
9.200000e+00 9.982806e-01
9.300000e+00 9.987760e-01
9.400000e+00 9.983845e-01
9.500000e+00 9.986725e-01
9.600000e+00 9.988690e-01
9.700000e+00 9.990262e-01
9.800000e+00 9.986407e-01
9.900000e+00 9.992557e-01
1.000000e+01 9.992730e-01
1.000000e+00 0.000000e+00
1.100000e+00 5.524488e-120
1.200000e+00 1.740714e-03
1.300000e+00 2.142975e-02
1.400000e+00 6.478257e-02
1.500000e+00 1.185537e-01
1.600000e+00 1.636599e-01
1.700000e+00 2.418247e-01
1.800000e+00 3.001847e-01
1.900000e+00 3.416392e-01
2.000000e+00 3.986861e-01
2.100000e+00 4.450694e-01
2.200000e+00 4.992789e-01
2.300000e+00 5.272724e-01
2.400000e+00 5.486072e-01
2.500000e+00 6.149576e-01
2.600000e+00 6.202938e-01
2.700000e+00 6.477229e-01
2.800000e+00 6.722399e-01
2.900000e+00 7.243056e-01
3.000000e+00 7.434834e-01
3.100000e+00 7.468535e-01
3.200000e+00 7.663399e-01
3.300000e+00 7.891694e-01
3.400000e+00 8.078749e-01
3.500000e+00 8.171124e-01
3.600000e+00 8.299165e-01
3.700000e+00 8.448153e-01
3.800000e+00 8.592530e-01
3.900000e+00 8.776579e-01
4.000000e+00 8.897563e-01
4.100000e+00 8.840934e-01
4.200000e+00 9.064352e-01
4.300000e+00 9.075442e-01
4.400000e+00 9.140514e-01
4.500000e+00 9.239907e-01
4.600000e+00 9.285521e-01
4.700000e+00 9.318663e-01
4.800000e+00 9.348980e-01
4.900000e+00 9.436120e-01
5.000000e+00 9.444711e-01
5.100000e+00 9.556133e-01
5.200000e+00 9.552017e-01
5.300000e+00 9.603429e-01
5.400000e+00 9.627852e-01
5.500000e+00 9.638919e-01
5.600000e+00 9.677748e-01
5.700000e+00 9.691456e-01
5.800000e+00 9.755406e-01
5.900000e+00 9.742379e-01
6.000000e+00 9.792618e-01
6.100000e+00 9.817870e-01
6.200000e+00 9.804141e-01
6.300000e+00 9.827551e-01
6.400000e+00 9.834395e-01
6.500000e+00 9.854326e-01
6.600000e+00 9.841618e-01
6.700000e+00 9.876130e-01
6.800000e+00 9.874987e-01
6.900000e+00 9.883013e-01
7.000000e+00 9.901899e-01
7.100000e+00 9.906976e-01
7.200000e+00 9.919023e-01
7.300000e+00 9.912219e-01
7.400000e+00 9.911576e-01
7.500000e+00 9.931744e-01
7.600000e+00 9.937175e-01
7.700000e+00 9.946203e-01
7.800000e+00 9.951815e-01
7.900000e+00 9.947621e-01
8.000000e+00 9.953598e-01
8.100000e+00 9.960331e-01
8.200000e+00 9.961524e-01
8.300000e+00 9.961147e-01
8.400000e+00 9.968647e-01
8.500000e+00 9.964196e-01
8.600000e+00 9.969414e-01
8.700000e+00 9.976858e-01
8.800000e+00 9.980521e-01
8.900000e+00 9.980527e-01
9.000000e+00 9.976137e-01
9.100000e+00 9.983152e-01
9.200000e+00 9.981891e-01
9.300000e+00 9.982582e-01
9.400000e+00 9.988458e-01
9.500000e+00 9.987006e-01
9.600000e+00 9.990002e-01
9.700000e+00 9.990196e-01
9.800000e+00 9.990010e-01
9.900000e+00 9.991008e-01
1.000000e+01 9.993411e-01
1.000000e+00 0.000000e+00
1.100000e+00 1.298024e-119
1.200000e+00 1.363684e-03
1.300000e+00 1.894385e-02
1.400000e+00 6.855606e-02
1.500000e+00 1.202479e-01
1.600000e+00 1.695436e-01
1.700000e+00 2.286875e-01
1.800000e+00 3.012065e-01
1.900000e+00 3.246897e-01
2.000000e+00 3.940875e-01
2.100000e+00 4.419536e-01
2.200000e+00 4.644366e-01
2.300000e+00 5.047086e-01
2.400000e+00 5.646550e-01
2.500000e+00 5.968956e-01
2.600000e+00 6.241873e-01
2.700000e+00 6.491479e-01
2.800000e+00 6.855422e-01
2.900000e+00 7.032008e-01
3.000000e+00 7.355430e-01
3.100000e+00 7.440173e-01
3.200000e+00 7.606888e-01
3.300000e+00 8.063923e-01
3.400000e+00 8.026905e-01
3.500000e+00 8.241671e-01
3.600000e+00 8.456647e-01
3.700000e+00 8.485642e-01
3.800000e+00 8.632495e-01
3.900000e+00 8.692604e-01
4.000000e+00 8.821178e-01
4.100000e+00 9.003465e-01
4.200000e+00 9.067778e-01
4.300000e+00 8.935307e-01
4.400000e+00 9.172930e-01
4.500000e+00 9.189315e-01
4.600000e+00 9.181100e-01
4.700000e+00 9.328847e-01
4.800000e+00 9.379698e-01
4.900000e+00 9.427903e-01
5.000000e+00 9.492416e-01
5.100000e+00 9.509612e-01
5.200000e+00 9.528378e-01
5.300000e+00 9.559874e-01
5.400000e+00 9.602775e-01
5.500000e+00 9.622326e-01
5.600000e+00 9.659926e-01
5.700000e+00 9.692310e-01
5.800000e+00 9.729667e-01
5.900000e+00 9.746469e-01
6.000000e+00 9.770591e-01
6.100000e+00 9.813552e-01
6.200000e+00 9.785554e-01
6.300000e+00 9.775911e-01
