# k_step gamma S_color
18 2.500024e-02 -4.284918e-16
17 2.667084e-02 -4.306095e-16
16 2.856826e-02 0.000000e+00
15 3.074108e-02 0.000000e+00
1000 2.921873e-04 1.937703e-01
100 3.696688e-03 1.418865e-01
65 5.955205e-03 1.147005e-01
50 7.967823e-03 1.018894e-01
40 1.021266e-02 8.217006e-02
30 1.407895e-02 4.359790e-02
26 1.652586e-02 7.633249e-03
23 1.896440e-02 1.271935e-14
20 2.219599e-02 -9.017635e-16
18 2.500024e-02 -4.468993e-16
17 2.667084e-02 -4.526236e-16
16 2.856826e-02 0.000000e+00
15 3.074108e-02 0.000000e+00
1000 2.921873e-04 1.847582e-01
100 3.696688e-03 1.337409e-01
65 5.955205e-03 1.150508e-01
50 7.967823e-03 1.083906e-01
40 1.021266e-02 8.492399e-02
30 1.407895e-02 4.542785e-02
26 1.652586e-02 8.096125e-03
23 1.896440e-02 1.304531e-14
20 2.219599e-02 -8.985403e-16
18 2.500024e-02 -4.320590e-16
17 2.667084e-02 -4.609229e-16
16 2.856826e-02 0.000000e+00
15 3.074108e-02 0.000000e+00
1000 2.921873e-04 1.873706e-01
100 3.696688e-03 1.385816e-01
65 5.955205e-03 1.218053e-01
50 7.967823e-03 1.021886e-01
40 1.021266e-02 8.700683e-02
30 1.407895e-02 4.319619e-02
26 1.652586e-02 8.118562e-03
23 1.896440e-02 1.338731e-14
20 2.219599e-02 -9.325823e-16
18 2.500024e-02 -4.301153e-16
17 2.667084e-02 -4.350616e-16
16 2.856826e-02 0.000000e+00
15 3.074108e-02 0.000000e+00
1000 2.921873e-04 1.784427e-01
100 3.696688e-03 1.327215e-01
65 5.955205e-03 1.253851e-01
50 7.967823e-03 1.000498e-01
40 1.021266e-02 8.151871e-02
30 1.407895e-02 4.508027e-02
26 1.652586e-02 7.908969e-03
23 1.896440e-02 1.279705e-14
20 2.219599e-02 -8.996074e-16
18 2.500024e-02 -4.369166e-16
17 2.667084e-02 -4.369664e-16
16 2.856826e-02 0.000000e+00
15 3.074108e-02 0.000000e+00
1000 2.921873e-04 1.868171e-01
100 3.696688e-03 1.397391e-01
65 5.955205e-03 1.194702e-01
50 7.967823e-03 1.050130e-01
40 1.021266e-02 8.446622e-02
30 1.407895e-02 4.442044e-02
26 1.652586e-02 8.105427e-03
23 1.896440e-02 1.318781e-14
20 2.219599e-02 -8.817836e-16
18 2.500024e-02 -4.374213e-16
17 2.667084e-02 -4.366738e-16
16 2.856826e-02 0.000000e+00
15 3.074108e-02 0.000000e+00
1000 2.921873e-04 1.806178e-01
100 3.696688e-03 1.356075e-01
65 5.955205e-03 1.184311e-01
50 7.967823e-03 1.034408e-01
40 1.021266e-02 8.273908e-02
30 1.407895e-02 4.697860e-02
26 1.652586e-02 7.843247e-03
23 1.896440e-02 1.301927e-14
20 2.219599e-02 -9.431880e-16
18 2.500024e-02 -4.588751e-16
17 2.667084e-02 -4.257586e-16
16 2.856826e-02 0.000000e+00
15 3.074108e-02 0.000000e+00
1000 2.921873e-04 1.925799e-01
100 3.696688e-03 1.343718e-01
65 5.955205e-03 1.141195e-01
50 7.967823e-03 9.630381e-02
40 1.021266e-02 8.128057e-02
30 1.407895e-02 4.617350e-02
26 1.652586e-02 7.825795e-03
23 1.896440e-02 1.286857e-14
20 2.219599e-02 -9.042869e-16
18 2.500024e-02 -4.495314e-16
17 2.667084e-02 -4.422617e-16
16 2.856826e-02 0.000000e+00
15 3.074108e-02 0.000000e+00
1000 2.921873e-04 1.857307e-01
100 3.696688e-03 1.358669e-01
65 5.955205e-03 1.156260e-01
50 7.967823e-03 9.529488e-02
40 1.021266e-02 8.473160e-02
30 1.407895e-02 4.410828e-02
26 1.652586e-02 7.986931e-03
23 1.896440e-02 1.312318e-14
20 2.219599e-02 -9.152715e-16
18 2.500024e-02 -4.488033e-16
17 2.667084e-02 -4.451255e-16
16 2.856826e-02 0.000000e+00
15 3.074108e-02 0.000000e+00
1000 2.921873e-04 1.807395e-01
100 3.696688e-03 1.375373e-01
65 5.955205e-03 1.191182e-01
50 7.967823e-03 9.755163e-02
40 1.021266e-02 7.894191e-02
30 1.407895e-02 4.469253e-02
26 1.652586e-02 8.176988e-03
23 1.896440e-02 1.333278e-14
20 2.219599e-02 -9.113720e-16
18 2.500024e-02 -4.497899e-16
17 2.667084e-02 -4.554100e-16
16 2.856826e-02 0.000000e+00
