# k_step gamma S_color
65 5.955205e-03 1.324445e-01
50 7.967823e-03 1.083653e-01
40 1.021266e-02 9.865077e-02
30 1.407895e-02 5.618266e-02
26 1.652586e-02 3.197121e-02
23 1.896440e-02 -1.012664e-13
20 2.219599e-02 5.143583e-15
18 2.500024e-02 4.310998e-16
17 2.667084e-02 -1.284281e-15
16 2.856826e-02 -4.464462e-16
15 3.074108e-02 -4.628155e-16
1000 2.921873e-04 1.981768e-01
100 3.696688e-03 1.450681e-01
65 5.955205e-03 1.303946e-01
50 7.967823e-03 1.153584e-01
40 1.021266e-02 9.382764e-02
30 1.407895e-02 6.445297e-02
26 1.652586e-02 3.159036e-02
23 1.896440e-02 -1.004344e-13
20 2.219599e-02 4.824042e-15
18 2.500024e-02 4.298216e-16
17 2.667084e-02 -1.294793e-15
16 2.856826e-02 -4.763449e-16
15 3.074108e-02 -4.414424e-16
1000 2.921873e-04 1.930389e-01
100 3.696688e-03 1.474507e-01
65 5.955205e-03 1.289844e-01
50 7.967823e-03 1.167749e-01
40 1.021266e-02 9.537706e-02
30 1.407895e-02 6.113717e-02
26 1.652586e-02 3.175976e-02
23 1.896440e-02 -9.758921e-14
20 2.219599e-02 5.188611e-15
18 2.500024e-02 4.267579e-16
17 2.667084e-02 -1.267668e-15
16 2.856826e-02 -4.806749e-16
15 3.074108e-02 -4.331017e-16
1000 2.921873e-04 1.925326e-01
100 3.696688e-03 1.421188e-01
65 5.955205e-03 1.261991e-01
50 7.967823e-03 1.127796e-01
40 1.021266e-02 9.649932e-02
30 1.407895e-02 6.115777e-02
26 1.652586e-02 3.175515e-02
23 1.896440e-02 -1.001936e-13
20 2.219599e-02 5.107163e-15
18 2.500024e-02 4.498198e-16
17 2.667084e-02 -1.335521e-15
16 2.856826e-02 -4.696779e-16
15 3.074108e-02 -4.512950e-16
1000 2.921873e-04 1.892572e-01
100 3.696688e-03 1.446839e-01
65 5.955205e-03 1.309946e-01
50 7.967823e-03 1.167712e-01
40 1.021266e-02 9.973955e-02
30 1.407895e-02 5.966620e-02
26 1.652586e-02 3.212892e-02
23 1.896440e-02 -1.013817e-13
20 2.219599e-02 4.853918e-15
18 2.500024e-02 4.443856e-16
17 2.667084e-02 -1.297213e-15
16 2.856826e-02 -4.711799e-16
15 3.074108e-02 -4.341090e-16
1000 2.921873e-04 1.935620e-01
100 3.696688e-03 1.439636e-01
65 5.955205e-03 1.284427e-01
50 7.967823e-03 1.187317e-01
40 1.021266e-02 8.988183e-02
30 1.407895e-02 6.270219e-02
26 1.652586e-02 3.276839e-02
23 1.896440e-02 -9.755454e-14
20 2.219599e-02 5.119150e-15
18 2.500024e-02 4.135045e-16
17 2.667084e-02 -1.307626e-15
16 2.856826e-02 -4.570032e-16
15 3.074108e-02 -4.557847e-16
1000 2.921873e-04 1.910471e-01
100 3.696688e-03 1.389037e-01
65 5.955205e-03 1.265336e-01
50 7.967823e-03 1.134431e-01
40 1.021266e-02 9.618040e-02
30 1.407895e-02 6.020138e-02
26 1.652586e-02 3.376502e-02
23 1.896440e-02 -9.634519e-14
20 2.219599e-02 5.069393e-15
18 2.500024e-02 4.311788e-16
17 2.667084e-02 -1.315567e-15
16 2.856826e-02 -4.553556e-16
15 3.074108e-02 -4.416339e-16
1000 2.921873e-04 1.985727e-01
100 3.696688e-03 1.437858e-01
65 5.955205e-03 1.219074e-01
50 7.967823e-03 1.159234e-01
40 1.021266e-02 9.866253e-02
30 1.407895e-02 6.216451e-02
26 1.652586e-02 3.176341e-02
23 1.896440e-02 -1.014838e-13
20 2.219599e-02 5.009810e-15
18 2.500024e-02 4.258543e-16
17 2.667084e-02 -1.316474e-15
16 2.856826e-02 -4.599873e-16
15 3.074108e-02 -4.608554e-16
1000 2.921873e-04 1.943849e-01
100 3.696688e-03 1.454098e-01
65 5.955205e-03 1.278302e-01
50 7.967823e-03 1.106198e-01
40 1.021266e-02 9.733911e-02
30 1.407895e-02 6.112427e-02
26 1.652586e-02 3.247718e-02
23 1.896440e-02 -9.618681e-14
