# k_step gamma S_color
65 2.480000e-03 9.124000e-02
50 3.540000e-03 9.318000e-02
40 4.560000e-03 7.788000e-02
30 7.080000e-03 7.108000e-02
26 7.720000e-03 5.926000e-02
23 9.600000e-03 5.188000e-02
20 1.154000e-02 1.814000e-02
18 1.266000e-02 6.540000e-03
17 1.316000e-02 4.160000e-03
16 1.558000e-02 2.100000e-03
15 1.664000e-02 4.940000e-03
1000 1.000000e-04 1.273400e-01
100 1.300000e-03 1.040400e-01
65 2.540000e-03 1.000800e-01
50 3.660000e-03 9.040000e-02
40 4.280000e-03 7.042000e-02
30 6.120000e-03 8.040000e-02
26 7.740000e-03 7.116000e-02
23 9.940000e-03 5.040000e-02
20 1.150000e-02 8.360000e-03
18 1.256000e-02 9.100000e-03
17 1.360000e-02 5.600000e-03
16 1.508000e-02 4.580000e-03
15 1.776000e-02 2.280000e-03
1000 1.400000e-04 1.230400e-01
100 1.600000e-03 1.067600e-01
65 2.100000e-03 1.001200e-01
50 3.420000e-03 8.046000e-02
40 4.500000e-03 7.988000e-02
30 6.340000e-03 6.920000e-02
26 7.880000e-03 5.476000e-02
23 1.028000e-02 3.736000e-02
20 1.120000e-02 6.524000e-02
18 1.304000e-02 1.542000e-02
17 1.356000e-02 1.360000e-02
16 1.552000e-02 5.280000e-03
15 1.842000e-02 2.800000e-03
1000 0.000000e+00 1.173400e-01
100 1.160000e-03 1.017400e-01
65 2.320000e-03 9.210000e-02
50 3.540000e-03 9.134000e-02
40 4.500000e-03 8.672000e-02
30 6.420000e-03 6.826000e-02
26 8.660000e-03 5.230000e-02
23 8.920000e-03 5.062000e-02
20 1.150000e-02 2.276000e-02
18 1.306000e-02 9.180000e-03
17 1.428000e-02 5.900000e-03
16 1.478000e-02 4.060000e-03
15 1.662000e-02 2.680000e-03
1000 6.000000e-05 1.232200e-01
100 1.120000e-03 1.061800e-01
65 2.320000e-03 9.826000e-02
50 2.760000e-03 1.000400e-01
40 4.420000e-03 8.182000e-02
30 6.820000e-03 7.912000e-02
26 7.760000e-03 8.526000e-02
23 9.800000e-03 4.324000e-02
20 1.132000e-02 3.952000e-02
18 1.302000e-02 1.818000e-02
17 1.446000e-02 5.760000e-03
16 1.582000e-02 5.000000e-03
15 1.742000e-02 4.200000e-03
1000 4.000000e-05 1.280200e-01
100 1.340000e-03 1.053800e-01
65 2.280000e-03 9.890000e-02
50 3.160000e-03 9.300000e-02
40 4.140000e-03 9.114000e-02
30 5.920000e-03 6.604000e-02
26 8.240000e-03 4.774000e-02
23 9.400000e-03 5.088000e-02
20 1.174000e-02 5.406000e-02
18 1.364000e-02 1.688000e-02
17 1.404000e-02 5.380000e-03
16 1.572000e-02 1.014000e-02
15 1.572000e-02 7.740000e-03
1000 1.200000e-04 1.449800e-01
100 1.340000e-03 1.044400e-01
65 2.480000e-03 9.738000e-02
50 3.500000e-03 7.708000e-02
40 5.000000e-03 8.076000e-02
30 7.160000e-03 6.692000e-02
26 7.260000e-03 2.312000e-02
23 9.420000e-03 5.500000e-02
20 1.108000e-02 1.320000e-02
18 1.264000e-02 5.060000e-03
17 1.348000e-02 7.460000e-03
16 1.502000e-02 6.540000e-03
15 1.574000e-02 3.380000e-03
1000 8.000000e-05 1.258200e-01
100 1.360000e-03 1.086600e-01
65 2.360000e-03 9.406000e-02
50 3.520000e-03 9.466000e-02
40 4.740000e-03 7.036000e-02
30 6.240000e-03 7.292000e-02
26 7.240000e-03 7.190000e-02
23 9.620000e-03 4.508000e-02
20 1.066000e-02 9.660000e-03
18 1.310000e-02 5.940000e-03
17 1.338000e-02 5.380000e-03
16 1.508000e-02 7.220000e-03
15 1.550000e-02 3.660000e-03
1000 1.000000e-04 1.180000e-01
100 1.120000e-03 1.056000e-01
65 2.500000e-03 9.066000e-02
50 2.740000e-03 9.148000e-02
40 5.080000e-03 6.718000e-02
30 6.160000e-03 6.588000e-02
26 7.540000e-03 5.886000e-02
23 9.480000e-03 4.158000e-02
20 1.066000e-02 5.848000e-02
18 1.388000e-02 9.180000e-03
17 1.484000e-02 3.440000e-03
16 1.540000e-02 3.020000e-03
15 1.690000e-02 2.360000e-03
1000 4.000000e-05 1.275800e-01
100 1.560000e-03 9.634000e-02
65 2.660000e-03 9.998000e-02
50 3.480000e-03 8.728000e-02
40 4.760000e-03 8.326000e-02
30 6.840000e-03 7.732000e-02
26 8.560000e-03 5.894000e-02
23 9.800000e-03 4.388000e-02
20 1.084000e-02 1.318000e-02
18 1.318000e-02 1.278000e-02
17 1.450000e-02 6.800000e-03
16 1.540000e-02 5.120000e-03
15 1.596000e-02 3.900000e-03
1000 6.000000e-05 1.183000e-01
100 1.220000e-03 1.066600e-01
65 2.660000e-03 9.542000e-02
50 3.200000e-03 8.760000e-02
40 4.380000e-03 7.238000e-02
30 6.220000e-03 7.216000e-02
26 7.760000e-03 5.920000e-02
23 9.420000e-03 4.876000e-02
20 1.188000e-02 1.276000e-02
18 1.354000e-02 8.560000e-03
17 1.396000e-02 6.660000e-03
16 1.508000e-02 3.380000e-03
15 1.722000e-02 3.880000e-03
1000 4.000000e-05 1.230200e-01
100 1.160000e-03 1.118600e-01
65 2.360000e-03 1.002400e-01
50 3.800000e-03 9.514000e-02
40 4.340000e-03 8.332000e-02
30 6.500000e-03 7.480000e-02
26 8.500000e-03 4.994000e-02
23 1.000000e-02 3.448000e-02
20 1.138000e-02 1.510000e-02
18 1.348000e-02 5.360000e-03
17 1.346000e-02 4.880000e-03
16 1.488000e-02 1.976000e-02
15 1.694000e-02 3.840000e-03
1000 6.000000e-05 1.343800e-01
100 1.220000e-03 1.027000e-01
65 2.320000e-03 1.081400e-01
50 3.120000e-03 9.444000e-02
40 4.240000e-03 9.142000e-02
30 6.280000e-03 6.818000e-02
26 8.080000e-03 7.096000e-02
23 1.052000e-02 5.738000e-02
20 1.206000e-02 2.680000e-02
18 1.224000e-02 7.100000e-03
17 1.290000e-02 3.080000e-03
16 1.538000e-02 3.600000e-03
15 1.578000e-02 3.220000e-03
1000 8.000000e-05 1.241000e-01
100 1.300000e-03 1.067400e-01
65 2.380000e-03 9.808000e-02
50 3.340000e-03 9.232000e-02
40 4.440000e-03 7.904000e-02
30 7.160000e-03 6.438000e-02
26 7.760000e-03 4.496000e-02
23 9.280000e-03 2.026000e-02
20 1.142000e-02 4.168000e-02
18 1.320000e-02 7.220000e-03
17 1.372000e-02 2.080000e-02
16 1.560000e-02 5.080000e-03
15 1.750000e-02 3.140000e-03
1000 4.000000e-05 1.219600e-01
100 1.260000e-03 1.087600e-01
65 2.220000e-03 1.000200e-01
50 3.500000e-03 8.754000e-02
40 4.420000e-03 8.090000e-02
30 6.280000e-03 5.430000e-02
26 7.040000e-03 6.772000e-02
23 9.020000e-03 3.706000e-02
20 1.136000e-02 3.742000e-02
18 1.182000e-02 5.240000e-03
17 1.392000e-02 4.300000e-03
16 1.502000e-02 3.560000e-03
15 1.728000e-02 3.100000e-03
1000 6.000000e-05 1.155800e-01
100 1.240000e-03 1.010200e-01
65 2.580000e-03 9.426000e-02
50 3.280000e-03 9.296000e-02
40 3.880000e-03 8.720000e-02
30 6.260000e-03 7.462000e-02
26 8.120000e-03 4.716000e-02
23 9.360000e-03 4.554000e-02
20 1.150000e-02 6.340000e-03
18 1.238000e-02 1.580000e-02
17 1.422000e-02 6.380000e-03
16 1.544000e-02 4.620000e-03
15 1.624000e-02 3.120000e-03
1000 4.000000e-05 1.280400e-01
100 1.580000e-03 1.024000e-01
65 2.400000e-03 9.884000e-02
50 3.420000e-03 9.060000e-02
40 4.560000e-03 7.716000e-02
30 6.580000e-03 7.234000e-02
26 7.420000e-03 4.996000e-02
23 9.140000e-03 5.424000e-02
20 1.170000e-02 3.050000e-02
18 1.268000e-02 1.282000e-02
17 1.424000e-02 1.526000e-02
16 1.424000e-02 5.500000e-03
15 1.642000e-02 3.020000e-03
1000 6.000000e-05 1.231400e-01
100 1.420000e-03 1.099400e-01
65 2.580000e-03 9.788000e-02
50 3.540000e-03 8.356000e-02
40 4.700000e-03 7.522000e-02
30 6.360000e-03 7.050000e-02
26 8.500000e-03 6.800000e-02
23 9.600000e-03 3.842000e-02
20 1.080000e-02 2.792000e-02
18 1.256000e-02 4.114000e-02
17 1.408000e-02 3.880000e-03
16 1.608000e-02 3.720000e-03
15 1.642000e-02 2.340000e-03
1000 1.000000e-04 1.185400e-01
100 1.400000e-03 1.083400e-01
65 2.480000e-03 9.730000e-02
50 3.660000e-03 8.812000e-02
40 4.680000e-03 8.010000e-02
30 6.840000e-03 8.116000e-02
26 8.260000e-03 4.240000e-02
23 9.260000e-03 5.174000e-02
20 1.162000e-02 9.040000e-03
18 1.340000e-02 8.760000e-03
17 1.482000e-02 3.080000e-03
16 1.428000e-02 4.200000e-03
15 1.742000e-02 1.920000e-03
1000 1.000000e-04 1.278800e-01
100 1.360000e-03 1.056800e-01
65 2.560000e-03 9.172000e-02
50 3.300000e-03 9.322000e-02
40 4.520000e-03 8.294000e-02
30 6.980000e-03 6.392000e-02
26 8.020000e-03 7.642000e-02
23 9.340000e-03 7.940000e-02
20 1.124000e-02 2.582000e-02
18 1.306000e-02 1.232000e-02
17 1.344000e-02 6.200000e-03
16 1.500000e-02 7.380000e-03
15 1.592000e-02 2.660000e-03
1000 4.000000e-05 1.165800e-01
100 1.360000e-03 1.070400e-01
65 2.540000e-03 9.476000e-02
50 3.080000e-03 1.001600e-01
40 4.520000e-03 7.686000e-02
30 7.340000e-03 6.810000e-02
26 7.960000e-03 5.692000e-02
23 9.120000e-03 5.150000e-02
20 1.104000e-02 2.734000e-02
18 1.304000e-02 2.168000e-02
17 1.340000e-02 8.100000e-03
16 1.490000e-02 4.500000e-03
15 1.646000e-02 2.180000e-03
1000 8.000000e-05 1.192000e-01
100 1.220000e-03 1.090200e-01
65 2.720000e-03 9.324000e-02
50 3.560000e-03 8.830000e-02
40 5.140000e-03 9.048000e-02
30 7.060000e-03 5.802000e-02
26 6.800000e-03 6.094000e-02
23 9.300000e-03 2.036000e-02
20 1.052000e-02 2.276000e-02
18 1.272000e-02 3.820000e-03
17 1.380000e-02 1.592000e-02
16 1.486000e-02 3.220000e-03
15 1.684000e-02 5.040000e-03
1000 4.000000e-05 1.217200e-01
100 1.540000e-03 1.112000e-01
65 2.480000e-03 9.518000e-02
50 3.440000e-03 9.268000e-02
40 4.200000e-03 8.364000e-02
30 6.740000e-03 7.068000e-02
26 7.740000e-03 6.850000e-02
23 9.840000e-03 4.394000e-02
20 1.082000e-02 4.392000e-02
18 1.290000e-02 1.160000e-02
17 1.360000e-02 6.980000e-03
16 1.554000e-02 4.360000e-03
15 1.644000e-02 2.300000e-03
1000 2.000000e-05 1.248600e-01
100 1.460000e-03 1.051600e-01
65 2.080000e-03 1.012200e-01
50 3.800000e-03 8.986000e-02
40 4.520000e-03 7.722000e-02
30 6.860000e-03 3.492000e-02
26 7.640000e-03 4.430000e-02
23 9.160000e-03 3.542000e-02
20 1.156000e-02 1.744000e-02
18 1.310000e-02 8.340000e-03
17 1.416000e-02 1.654000e-02
16 1.612000e-02 4.340000e-03
15 1.634000e-02 6.172000e-02
1000 1.200000e-04 1.183200e-01
100 1.520000e-03 9.914000e-02
65 2.120000e-03 1.036800e-01
50 3.460000e-03 1.000600e-01
40 4.300000e-03 8.872000e-02
30 6.340000e-03 7.426000e-02
26 8.340000e-03 7.336000e-02
23 9.060000e-03 9.280000e-03
20 1.166000e-02 3.960000e-03
18 1.400000e-02 1.486000e-02
17 1.464000e-02 3.160000e-03
16 1.476000e-02 1.266000e-02
15 1.662000e-02 2.120000e-03
1000 1.000000e-04 1.259200e-01
100 1.200000e-03 1.040600e-01
65 2.480000e-03 9.400000e-02
50 3.380000e-03 9.716000e-02
40 4.480000e-03 7.916000e-02
30 6.160000e-03 7.128000e-02
26 7.760000e-03 4.960000e-02
23 9.380000e-03 5.784000e-02
20 1.114000e-02 4.900000e-03
18 1.380000e-02 2.200000e-03
17 1.452000e-02 7.100000e-03
16 1.482000e-02 6.420000e-03
15 1.596000e-02 3.340000e-03
1000 1.000000e-04 1.180400e-01
100 1.320000e-03 1.069400e-01
65 2.680000e-03 9.240000e-02
50 3.520000e-03 9.642000e-02
40 4.860000e-03 7.708000e-02
30 6.920000e-03 6.250000e-02
26 7.980000e-03 2.334000e-02
23 8.740000e-03 3.852000e-02
20 1.138000e-02 3.234000e-02
18 1.308000e-02 7.560000e-03
17 1.388000e-02 7.760000e-03
16 1.462000e-02 2.620000e-03
15 1.662000e-02 3.440000e-03
1000 1.000000e-04 1.226600e-01
100 1.100000e-03 1.017000e-01
65 2.120000e-03 9.764000e-02
50 3.380000e-03 9.148000e-02
40 4.900000e-03 8.496000e-02
30 6.800000e-03 4.884000e-02
26 7.180000e-03 4.862000e-02
23 9.480000e-03 3.878000e-02
20 1.150000e-02 5.560000e-03
18 1.244000e-02 8.380000e-03
17 1.526000e-02 5.060000e-03
16 1.476000e-02 1.448000e-02
15 1.644000e-02 2.920000e-03
1000 8.000000e-05 1.244000e-01
100 1.520000e-03 9.948000e-02
65 2.320000e-03 9.908000e-02
50 3.160000e-03 9.446000e-02
40 4.920000e-03 8.888000e-02
30 6.920000e-03 7.068000e-02
26 8.360000e-03 5.150000e-02
23 8.800000e-03 2.692000e-02
20 1.104000e-02 5.860000e-03
18 1.300000e-02 1.656000e-02
17 1.426000e-02 1.596000e-02
16 1.464000e-02 2.980000e-03
15 1.598000e-02 4.200000e-03
1000 2.000000e-05 1.128800e-01
100 1.500000e-03 1.010400e-01
65 2.280000e-03 1.024800e-01
50 3.600000e-03 9.624000e-02
40 4.720000e-03 8.362000e-02
30 6.120000e-03 6.500000e-02
26 8.200000e-03 5.656000e-02
23 8.360000e-03 5.126000e-02
20 1.192000e-02 7.120000e-03
18 1.344000e-02 8.460000e-03
17 1.392000e-02 7.380000e-03
16 1.440000e-02 2.720000e-03
15 1.652000e-02 5.180000e-03
1000 1.200000e-04 1.219200e-01
100 1.400000e-03 9.538000e-02
65 2.380000e-03 1.026800e-01
50 3.460000e-03 9.148000e-02
40 4.700000e-03 8.572000e-02
30 6.680000e-03 6.252000e-02
26 8.540000e-03 5.598000e-02
23 9.180000e-03 3.802000e-02
20 1.186000e-02 2.594000e-02
18 1.224000e-02 2.500000e-03
17 1.376000e-02 1.540000e-03
16 1.452000e-02 4.380000e-03
15 1.836000e-02 3.900000e-03
1000 6.000000e-05 1.255200e-01
100 1.420000e-03 1.100800e-01
65 2.460000e-03 9.272000e-02
50 3.480000e-03 9.460000e-02
40 4.940000e-03 8.026000e-02
30 7.200000e-03 7.044000e-02
26 8.560000e-03 5.274000e-02
23 9.900000e-03 1.440000e-03
20 1.186000e-02 1.248000e-02
18 1.372000e-02 1.682000e-02
17 1.384000e-02 4.800000e-03
16 1.468000e-02 5.960000e-03
15 1.584000e-02 2.580000e-03
1000 1.200000e-04 1.210600e-01
100 1.480000e-03 1.043800e-01
65 2.220000e-03 9.900000e-02
50 3.360000e-03 8.788000e-02
40 4.600000e-03 8.486000e-02
30 6.560000e-03 7.324000e-02
26 7.180000e-03 6.242000e-02
23 9.080000e-03 4.532000e-02
20 1.160000e-02 2.758000e-02
18 1.336000e-02 5.120000e-03
17 1.328000e-02 8.180000e-03
16 1.506000e-02 1.158000e-02
15 1.636000e-02 2.000000e-03
1000 4.000000e-05 1.266400e-01
100 1.300000e-03 1.056800e-01
65 2.620000e-03 9.726000e-02
50 3.180000e-03 9.618000e-02
40 4.760000e-03 7.918000e-02
30 6.360000e-03 7.352000e-02
26 8.060000e-03 6.620000e-02
23 9.320000e-03 5.348000e-02
20 1.068000e-02 1.110000e-02
18 1.288000e-02 6.340000e-03
17 1.326000e-02 4.980000e-03
16 1.530000e-02 5.940000e-03
15 1.628000e-02 1.860000e-03
1000 1.000000e-04 1.224800e-01
100 1.360000e-03 1.032200e-01
65 2.520000e-03 1.055400e-01
50 3.680000e-03 8.338000e-02
40 5.000000e-03 4.324000e-02
30 7.100000e-03 6.262000e-02
26 8.700000e-03 6.668000e-02
23 9.020000e-03 2.980000e-02
20 1.084000e-02 2.480000e-02
18 1.234000e-02 1.834000e-02
17 1.396000e-02 4.340000e-03
16 1.516000e-02 4.080000e-03
15 1.692000e-02 6.940000e-03
1000 2.000000e-05 1.293400e-01
100 1.340000e-03 1.138000e-01
65 2.380000e-03 9.330000e-02
50 3.620000e-03 8.854000e-02
40 4.260000e-03 8.616000e-02
30 6.820000e-03 4.586000e-02
26 8.120000e-03 3.178000e-02
23 8.840000e-03 3.870000e-02
20 1.124000e-02 1.416000e-02
18 1.178000e-02 6.760000e-03
17 1.284000e-02 1.020000e-02
16 1.576000e-02 1.146000e-02
15 1.596000e-02 2.640000e-03
1000 1.000000e-04 1.208600e-01
100 1.260000e-03 1.013200e-01
65 2.760000e-03 1.024200e-01
50 3.780000e-03 9.270000e-02
40 4.380000e-03 8.280000e-02
30 6.080000e-03 8.136000e-02
26 8.180000e-03 6.144000e-02
23 1.024000e-02 8.000000e-03
20 1.164000e-02 1.768000e-02
18 1.352000e-02 2.870000e-02
17 1.352000e-02 6.880000e-03
16 1.634000e-02 2.800000e-03
15 1.598000e-02 2.320000e-03
1000 2.000000e-05 1.193600e-01
100 1.480000e-03 1.042000e-01
65 2.900000e-03 9.040000e-02
50 2.920000e-03 9.374000e-02
40 4.100000e-03 8.216000e-02
30 6.440000e-03 6.214000e-02
26 9.000000e-03 4.510000e-02
23 9.720000e-03 4.920000e-02
20 1.102000e-02 1.964000e-02
18 1.220000e-02 1.270000e-02
17 1.404000e-02 6.440000e-03
16 1.578000e-02 3.060000e-03
15 1.722000e-02 2.880000e-03
1000 4.000000e-05 1.237600e-01
100 1.580000e-03 9.974000e-02
65 2.100000e-03 9.790000e-02
50 3.260000e-03 8.500000e-02
40 4.360000e-03 8.558000e-02
30 7.120000e-03 6.342000e-02
26 6.920000e-03 6.008000e-02
23 9.500000e-03 5.048000e-02
20 1.138000e-02 3.330000e-02
18 1.326000e-02 6.700000e-03
17 1.346000e-02 1.876000e-02
16 1.558000e-02 7.260000e-03
15 1.722000e-02 5.920000e-03
1000 8.000000e-05 1.300400e-01
100 1.420000e-03 8.318000e-02
65 2.140000e-03 7.904000e-02
50 3.380000e-03 8.088000e-02
40 4.300000e-03 8.854000e-02
30 6.260000e-03 5.174000e-02
26 8.240000e-03 4.846000e-02
23 9.140000e-03 4.288000e-02
20 1.098000e-02 5.984000e-02
18 1.284000e-02 1.502000e-02
17 1.434000e-02 1.492000e-02
16 1.618000e-02 3.180000e-03
15 1.692000e-02 2.660000e-03
1000 8.000000e-05 1.207000e-01
100 1.180000e-03 1.054400e-01
65 2.740000e-03 9.828000e-02
50 3.460000e-03 9.342000e-02
40 4.440000e-03 8.724000e-02
30 6.860000e-03 6.096000e-02
26 7.620000e-03 5.574000e-02
23 8.400000e-03 6.038000e-02
20 1.128000e-02 1.026000e-02
18 1.278000e-02 4.520000e-03
17 1.424000e-02 6.800000e-03
16 1.572000e-02 2.700000e-03
15 1.542000e-02 2.980000e-03
1000 4.000000e-05 1.145000e-01
100 1.160000e-03 1.055200e-01
65 2.220000e-03 1.035800e-01
50 3.580000e-03 9.000000e-02
40 4.580000e-03 9.100000e-02
30 6.680000e-03 5.912000e-02
26 7.360000e-03 6.280000e-02
23 8.900000e-03 4.312000e-02
20 1.156000e-02 9.600000e-03
18 1.302000e-02 1.492000e-02
17 1.482000e-02 7.100000e-03
16 1.632000e-02 3.620000e-03
15 1.800000e-02 2.160000e-03
1000 1.600000e-04 1.250400e-01
100 1.180000e-03 1.067400e-01
65 2.800000e-03 8.550000e-02
50 3.580000e-03 9.380000e-02
40 4.440000e-03 8.908000e-02
30 7.080000e-03 7.418000e-02
26 7.640000e-03 6.644000e-02
23 8.660000e-03 2.576000e-02
20 1.072000e-02 7.240000e-03
18 1.394000e-02 1.666000e-02
17 1.368000e-02 6.920000e-03
16 1.482000e-02 4.380000e-03
15 1.610000e-02 7.580000e-03
1000 1.200000e-04 1.048400e-01
100 1.260000e-03 1.051400e-01
65 2.260000e-03 9.664000e-02
50 3.680000e-03 8.570000e-02
40 4.280000e-03 8.460000e-02
30 6.600000e-03 5.860000e-02
26 7.880000e-03 4.982000e-02
23 9.100000e-03 4.562000e-02
20 1.104000e-02 4.006000e-02
18 1.296000e-02 7.380000e-03
17 1.478000e-02 7.020000e-03
16 1.444000e-02 5.440000e-03
15 1.652000e-02 1.520000e-03
1000 6.000000e-05 1.305000e-01
100 1.200000e-03 1.089200e-01
65 2.480000e-03 9.554000e-02
50 3.040000e-03 9.680000e-02
40 4.460000e-03 7.866000e-02
30 6.820000e-03 6.106000e-02
26 7.000000e-03 6.420000e-02
23 9.760000e-03 4.062000e-02
20 1.146000e-02 3.130000e-02
18 1.236000e-02 9.540000e-03
17 1.424000e-02 7.880000e-03
16 1.554000e-02 2.480000e-03
15 1.574000e-02 2.060000e-03
1000 6.000000e-05 1.171600e-01
100 1.220000e-03 1.047600e-01
65 2.380000e-03 1.022800e-01
50 3.260000e-03 9.270000e-02
40 4.500000e-03 8.988000e-02
30 6.000000e-03 6.808000e-02
26 7.880000e-03 6.166000e-02
23 9.640000e-03 1.640000e-02
20 1.080000e-02 7.720000e-03
18 1.340000e-02 1.342000e-02
17 1.376000e-02 1.002000e-02
16 1.496000e-02 5.340000e-03
15 1.732000e-02 3.620000e-03
1000 1.000000e-04 1.288000e-01
100 1.380000e-03 1.061600e-01
65 2.600000e-03 9.184000e-02
50 3.600000e-03 8.962000e-02
40 4.460000e-03 8.132000e-02
30 6.380000e-03 7.034000e-02
26 7.860000e-03 5.710000e-02
23 9.560000e-03 4.484000e-02
20 1.004000e-02 2.960000e-03
18 1.220000e-02 7.240000e-03
17 1.498000e-02 3.900000e-03
16 1.446000e-02 4.740000e-03
15 1.580000e-02 3.500000e-03
1000 2.000000e-05 1.230800e-01
100 1.440000e-03 9.976000e-02
65 2.740000e-03 9.048000e-02
50 3.080000e-03 9.980000e-02
40 4.240000e-03 1.024000e-01
30 6.120000e-03 7.478000e-02
26 8.860000e-03 5.870000e-02
23 9.540000e-03 5.554000e-02
20 1.182000e-02 2.024000e-02
18 1.292000e-02 3.606000e-02
17 1.486000e-02 4.080000e-03
16 1.518000e-02 5.380000e-03
15 1.664000e-02 2.180000e-03
1000 4.000000e-05 1.240200e-01
100 1.180000e-03 1.101200e-01
65 2.580000e-03 9.552000e-02
50 2.900000e-03 7.852000e-02
40 4.160000e-03 7.878000e-02
30 6.620000e-03 7.144000e-02
26 7.460000e-03 5.054000e-02
23 9.440000e-03 4.042000e-02
20 1.122000e-02 2.064000e-02
18 1.314000e-02 1.784000e-02
17 1.388000e-02 8.440000e-03
16 1.566000e-02 4.700000e-03
15 1.648000e-02 2.460000e-03
1000 6.000000e-05 1.210400e-01
100 1.600000e-03 1.007800e-01
65 2.620000e-03 6.266000e-02
50 3.060000e-03 8.278000e-02
40 4.220000e-03 8.282000e-02
30 6.060000e-03 5.872000e-02
