# k_step gamma S_color
1000 1.572707e-05 6.077624e-02
100 5.007036e-04 5.078279e-02
65 9.593262e-04 4.782326e-02
50 1.426878e-03 5.136896e-02
40 2.001627e-03 4.099975e-02
30 3.101068e-03 3.523203e-02
26 3.858403e-03 2.388617e-02
23 4.654944e-03 1.639010e-02
20 5.768886e-03 1.982322e-06
18 6.784906e-03 4.003999e-15
17 7.410498e-03 8.553292e-16
16 8.138468e-03 -1.329188e-15
15 8.993899e-03 -1.410494e-15
1000 1.572707e-05 6.232389e-02
100 5.007036e-04 5.934158e-02
65 9.593262e-04 4.553114e-02
50 1.426878e-03 4.595688e-02
40 2.001627e-03 4.475715e-02
30 3.101068e-03 3.386349e-02
26 3.858403e-03 2.820535e-02
23 4.654944e-03 1.692648e-02
20 5.768886e-03 2.040947e-06
18 6.784906e-03 3.881491e-15
17 7.410498e-03 8.202695e-16
16 8.138468e-03 -1.302396e-15
15 8.993899e-03 -1.385241e-15
1000 1.572707e-05 6.497457e-02
100 5.007036e-04 5.450106e-02
65 9.593262e-04 4.588780e-02
50 1.426878e-03 4.747129e-02
40 2.001627e-03 4.225315e-02
30 3.101068e-03 3.152703e-02
26 3.858403e-03 2.584909e-02
23 4.654944e-03 1.650307e-02
20 5.768886e-03 1.936001e-06
18 6.784906e-03 4.038994e-15
17 7.410498e-03 8.290017e-16
16 8.138468e-03 -1.296542e-15
15 8.993899e-03 -1.412150e-15
1000 1.572707e-05 5.865585e-02
100 5.007036e-04 5.445423e-02
65 9.593262e-04 5.470890e-02
50 1.426878e-03 4.753420e-02
40 2.001627e-03 4.772921e-02
30 3.101068e-03 3.352845e-02
26 3.858403e-03 2.495520e-02
23 4.654944e-03 1.567480e-02
20 5.768886e-03 2.016298e-06
18 6.784906e-03 4.365796e-15
17 7.410498e-03 8.551064e-16
16 8.138468e-03 -1.376990e-15
15 8.993899e-03 -1.319709e-15
1000 1.572707e-05 5.939398e-02
100 5.007036e-04 5.055085e-02
65 9.593262e-04 5.369322e-02
50 1.426878e-03 4.825478e-02
40 2.001627e-03 3.960094e-02
30 3.101068e-03 3.366427e-02
26 3.858403e-03 2.550166e-02
23 4.654944e-03 1.541144e-02
20 5.768886e-03 2.040019e-06
18 6.784906e-03 4.160829e-15
17 7.410498e-03 8.327727e-16
16 8.138468e-03 -1.366663e-15
15 8.993899e-03 -1.359669e-15
1000 1.572707e-05 5.944723e-02
100 5.007036e-04 5.180352e-02
65 9.593262e-04 5.092327e-02
50 1.426878e-03 4.808187e-02
40 2.001627e-03 4.297524e-02
30 3.101068e-03 3.311563e-02
26 3.858403e-03 2.477117e-02
23 4.654944e-03 1.693835e-02
20 5.768886e-03 2.129039e-06
# k_step gamma S_color
1000 1.572707e-05 6.687766e-02
100 5.007036e-04 5.676839e-02
65 9.593262e-04 4.655553e-02
50 1.426878e-03 4.622975e-02
40 2.001627e-03 4.303244e-02
30 3.101068e-03 3.128370e-02
26 3.858403e-03 2.657409e-02
23 4.654944e-03 1.602779e-02
20 5.768886e-03 2.194249e-06
18 6.784906e-03 4.554249e-15
17 7.410498e-03 7.983400e-16
16 8.138468e-03 -1.307590e-15
15 8.993899e-03 -1.383123e-15
1000 1.572707e-05 5.847027e-02
100 5.007036e-04 5.385757e-02
65 9.593262e-04 5.588957e-02
50 1.426878e-03 4.741877e-02
40 2.001627e-03 4.362101e-02
30 3.101068e-03 3.379447e-02
26 3.858403e-03 2.485368e-02
23 4.654944e-03 1.673256e-02
20 5.768886e-03 1.950321e-06
18 6.784906e-03 4.195143e-15
17 7.410498e-03 8.552303e-16
16 8.138468e-03 -1.364737e-15
15 8.993899e-03 -1.383140e-15
1000 1.572707e-05 5.749805e-02
100 5.007036e-04 5.663358e-02
65 9.593262e-04 4.938487e-02
50 1.426878e-03 4.722125e-02
40 2.001627e-03 4.391242e-02
30 3.101068e-03 3.245510e-02
26 3.858403e-03 2.760172e-02
23 4.654944e-03 1.652272e-02
20 5.768886e-03 2.046966e-06
18 6.784906e-03 4.717325e-15
17 7.410498e-03 8.821793e-16
16 8.138468e-03 -1.442579e-15
15 8.993899e-03 -1.360297e-15
1000 1.572707e-05 6.191810e-02
100 5.007036e-04 5.858882e-02
65 9.593262e-04 4.862166e-02
50 1.426878e-03 4.837624e-02
40 2.001627e-03 4.604989e-02
30 3.101068e-03 3.430334e-02
26 3.858403e-03 2.760755e-02
23 4.654944e-03 1.752393e-02
20 5.768886e-03 2.056310e-06
18 6.784906e-03 4.127394e-15
17 7.410498e-03 8.069338e-16
16 8.138468e-03 -1.346202e-15
15 8.993899e-03 -1.390804e-15
1000 1.572707e-05 5.816754e-02
100 5.007036e-04 5.792594e-02
65 9.593262e-04 4.628211e-02
50 1.426878e-03 5.054969e-02
40 2.001627e-03 4.449819e-02
30 3.101068e-03 3.420980e-02
26 3.858403e-03 2.532054e-02
23 4.654944e-03 1.732951e-02
20 5.768886e-03 2.040872e-06
18 6.784906e-03 4.331521e-15
17 7.410498e-03 7.858679e-16
16 8.138468e-03 -1.459994e-15
15 8.993899e-03 -1.356195e-15
1000 1.572707e-05 5.988884e-02
100 5.007036e-04 5.642615e-02
65 9.593262e-04 4.857807e-02
50 1.426878e-03 4.908600e-02
40 2.001627e-03 4.347902e-02
30 3.101068e-03 3.261341e-02
26 3.858403e-03 2.652772e-02
23 4.654944e-03 1.601875e-02
20 5.768886e-03 1.911157e-06
18 6.784906e-03 4.270733e-15
17 7.410498e-03 8.440820e-16
16 8.138468e-03 -1.399374e-15
15 8.993899e-03 -1.245922e-15
1000 1.572707e-05 5.318796e-02
100 5.007036e-04 5.038987e-02
65 9.593262e-04 4.869547e-02
50 1.426878e-03 4.939299e-02
40 2.001627e-03 4.448119e-02
30 3.101068e-03 3.312026e-02
26 3.858403e-03 2.556332e-02
23 4.654944e-03 1.668886e-02
20 5.768886e-03 2.006822e-06
18 6.784906e-03 4.230775e-15
17 7.410498e-03 8.796834e-16
16 8.138468e-03 -1.348697e-15
15 8.993899e-03 -1.377903e-15
1000 1.572707e-05 6.178624e-02
100 5.007036e-04 6.059477e-02
65 9.593262e-04 4.950442e-02
50 1.426878e-03 4.355140e-02
40 2.001627e-03 4.349931e-02
30 3.101068e-03 3.579952e-02
26 3.858403e-03 2.920667e-02
23 4.654944e-03 1.748345e-02
20 5.768886e-03 2.123354e-06
18 6.784906e-03 4.293201e-15
17 7.410498e-03 8.971734e-16
16 8.138468e-03 -1.357737e-15
15 8.993899e-03 -1.396508e-15
1000 1.572707e-05 6.304072e-02
100 5.007036e-04 5.812132e-02
65 9.593262e-04 5.347301e-02
50 1.426878e-03 4.872587e-02
40 2.001627e-03 4.610202e-02
30 3.101068e-03 3.590988e-02
26 3.858403e-03 2.562338e-02
23 4.654944e-03 1.850989e-02
20 5.768886e-03 2.082980e-06
18 6.784906e-03 4.207754e-15
17 7.410498e-03 8.703353e-16
16 8.138468e-03 -1.357724e-15
15 8.993899e-03 -1.376467e-15
1000 1.572707e-05 6.524636e-02
100 5.007036e-04 5.366494e-02
65 9.593262e-04 4.980376e-02
50 1.426878e-03 4.700765e-02
40 2.001627e-03 3.896584e-02
30 3.101068e-03 3.448683e-02
26 3.858403e-03 2.861310e-02
23 4.654944e-03 1.692691e-02
20 5.768886e-03 1.916104e-06
18 6.784906e-03 4.439551e-15
17 7.410498e-03 8.305883e-16
16 8.138468e-03 -1.469192e-15
15 8.993899e-03 -1.455699e-15
1000 1.572707e-05 5.862362e-02
100 5.007036e-04 5.522541e-02
65 9.593262e-04 5.550507e-02
50 1.426878e-03 5.105667e-02
40 2.001627e-03 4.150822e-02
30 3.101068e-03 3.596232e-02
26 3.858403e-03 2.652497e-02
23 4.654944e-03 1.627387e-02
20 5.768886e-03 2.097734e-06
18 6.784906e-03 4.243968e-15
17 7.410498e-03 8.657468e-16
16 8.138468e-03 -1.397038e-15
15 8.993899e-03 -1.322840e-15
1000 1.572707e-05 5.945279e-02
100 5.007036e-04 5.765498e-02
65 9.593262e-04 5.175212e-02
50 1.426878e-03 4.909422e-02
40 2.001627e-03 4.334322e-02
30 3.101068e-03 3.455052e-02
26 3.858403e-03 2.573331e-02
23 4.654944e-03 1.601530e-02
20 5.768886e-03 2.003118e-06
18 6.784906e-03 4.662425e-15
17 7.410498e-03 8.350852e-16
16 8.138468e-03 -1.358146e-15
15 8.993899e-03 -1.286745e-15
1000 1.572707e-05 5.753286e-02
100 5.007036e-04 5.215260e-02
65 9.593262e-04 4.579069e-02
50 1.426878e-03 4.925766e-02
40 2.001627e-03 4.495774e-02
30 3.101068e-03 3.512588e-02
26 3.858403e-03 2.439706e-02
23 4.654944e-03 1.611469e-02
20 5.768886e-03 2.028144e-06
18 6.784906e-03 4.231486e-15
17 7.410498e-03 7.979678e-16
16 8.138468e-03 -1.327552e-15
15 8.993899e-03 -1.467261e-15
1000 1.572707e-05 5.993424e-02
100 5.007036e-04 5.167892e-02
65 9.593262e-04 5.268136e-02
50 1.426878e-03 4.546394e-02
40 2.001627e-03 4.131691e-02
30 3.101068e-03 3.496998e-02
26 3.858403e-03 2.533912e-02
23 4.654944e-03 1.695716e-02
20 5.768886e-03 1.971693e-06
18 6.784906e-03 4.255274e-15
17 7.410498e-03 8.148409e-16
16 8.138468e-03 -1.370251e-15
15 8.993899e-03 -1.349815e-15
1000 1.572707e-05 6.006004e-02
100 5.007036e-04 4.964597e-02
65 9.593262e-04 5.394621e-02
50 1.426878e-03 4.468960e-02
40 2.001627e-03 4.593659e-02
30 3.101068e-03 3.062297e-02
26 3.858403e-03 2.546289e-02
23 4.654944e-03 1.636039e-02
20 5.768886e-03 1.994730e-06
18 6.784906e-03 4.493802e-15
17 7.410498e-03 8.741401e-16
16 8.138468e-03 -1.378977e-15
15 8.993899e-03 -1.308264e-15
1000 1.572707e-05 5.702860e-02
100 5.007036e-04 5.408230e-02
65 9.593262e-04 4.787582e-02
50 1.426878e-03 4.752232e-02
40 2.001627e-03 4.315769e-02
30 3.101068e-03 3.327493e-02
26 3.858403e-03 2.739071e-02
23 4.654944e-03 1.609067e-02
20 5.768886e-03 2.079476e-06
18 6.784906e-03 4.135839e-15
17 7.410498e-03 8.651056e-16
16 8.138468e-03 -1.314396e-15
15 8.993899e-03 -1.367889e-15
1000 1.572707e-05 5.917205e-02
100 5.007036e-04 5.029348e-02
65 9.593262e-04 4.718278e-02
50 1.426878e-03 4.839599e-02
40 2.001627e-03 4.328987e-02
30 3.101068e-03 3.435714e-02
26 3.858403e-03 2.712035e-02
23 4.654944e-03 1.659917e-02
20 5.768886e-03 2.033732e-06
18 6.784906e-03 4.183159e-15
17 7.410498e-03 7.937590e-16
16 8.138468e-03 -1.423647e-15
15 8.993899e-03 -1.261054e-15
1000 1.572707e-05 5.767211e-02
100 5.007036e-04 5.360818e-02
65 9.593262e-04 5.053679e-02
50 1.426878e-03 4.639481e-02
40 2.001627e-03 4.195036e-02
30 3.101068e-03 3.325261e-02
26 3.858403e-03 2.529643e-02
23 4.654944e-03 1.790049e-02
20 5.768886e-03 1.964876e-06
18 6.784906e-03 4.214561e-15
17 7.410498e-03 8.236455e-16
16 8.138468e-03 -1.372723e-15
15 8.993899e-03 -1.332243e-15
1000 1.572707e-05 6.115206e-02
100 5.007036e-04 5.391224e-02
65 9.593262e-04 5.236874e-02
50 1.426878e-03 4.294610e-02
40 2.001627e-03 4.222884e-02
30 3.101068e-03 3.433047e-02
26 3.858403e-03 2.622576e-02
23 4.654944e-03 1.672351e-02
20 5.768886e-03 2.137964e-06
18 6.784906e-03 4.612110e-15
17 7.410498e-03 8.618165e-16
16 8.138468e-03 -1.291897e-15
15 8.993899e-03 -1.386565e-15
1000 1.572707e-05 6.453019e-02
100 5.007036e-04 5.792930e-02
65 9.593262e-04 5.184231e-02
50 1.426878e-03 4.837339e-02
40 2.001627e-03 4.158991e-02
30 3.101068e-03 3.163870e-02
26 3.858403e-03 2.477872e-02
23 4.654944e-03 1.623257e-02
20 5.768886e-03 1.978851e-06
18 6.784906e-03 4.289393e-15
17 7.410498e-03 7.911254e-16
16 8.138468e-03 -1.326764e-15
15 8.993899e-03 -1.386253e-15
1000 1.572707e-05 6.129589e-02
100 5.007036e-04 5.544833e-02
65 9.593262e-04 5.363059e-02
50 1.426878e-03 4.668524e-02
40 2.001627e-03 4.375595e-02
30 3.101068e-03 3.135723e-02
26 3.858403e-03 2.716330e-02
23 4.654944e-03 1.679777e-02
20 5.768886e-03 2.034214e-06
18 6.784906e-03 4.353773e-15
17 7.410498e-03 8.165359e-16
16 8.138468e-03 -1.334429e-15
15 8.993899e-03 -1.309107e-15
1000 1.572707e-05 5.993305e-02
100 5.007036e-04 5.989657e-02
65 9.593262e-04 5.245305e-02
50 1.426878e-03 4.743129e-02
40 2.001627e-03 4.339323e-02
30 3.101068e-03 3.219773e-02
26 3.858403e-03 2.624315e-02
23 4.654944e-03 1.657119e-02
20 5.768886e-03 2.064258e-06
18 6.784906e-03 4.292272e-15
17 7.410498e-03 8.377591e-16
16 8.138468e-03 -1.317401e-15
15 8.993899e-03 -1.330385e-15
1000 1.572707e-05 5.499585e-02
100 5.007036e-04 5.351699e-02
65 9.593262e-04 4.848785e-02
50 1.426878e-03 4.765502e-02
40 2.001627e-03 4.665335e-02
30 3.101068e-03 3.572019e-02
26 3.858403e-03 2.627407e-02
23 4.654944e-03 1.725778e-02
20 5.768886e-03 2.162969e-06
18 6.784906e-03 4.387761e-15
17 7.410498e-03 8.392511e-16
16 8.138468e-03 -1.408261e-15
15 8.993899e-03 -1.340640e-15
1000 1.572707e-05 5.447684e-02
100 5.007036e-04 5.742045e-02
65 9.593262e-04 5.381788e-02
50 1.426878e-03 4.595245e-02
40 2.001627e-03 4.127397e-02
30 3.101068e-03 3.331233e-02
26 3.858403e-03 2.516530e-02
23 4.654944e-03 1.727823e-02
20 5.768886e-03 2.018578e-06
18 6.784906e-03 4.221801e-15
17 7.410498e-03 8.370321e-16
16 8.138468e-03 -1.365207e-15
15 8.993899e-03 -1.455547e-15
1000 1.572707e-05 5.977111e-02
100 5.007036e-04 5.280085e-02
65 9.593262e-04 5.491628e-02
50 1.426878e-03 4.883971e-02
40 2.001627e-03 4.467259e-02
30 3.101068e-03 3.173620e-02
26 3.858403e-03 2.359242e-02
23 4.654944e-03 1.767834e-02
20 5.768886e-03 2.161238e-06
18 6.784906e-03 4.382089e-15
17 7.410498e-03 8.418546e-16
16 8.138468e-03 -1.277181e-15
15 8.993899e-03 -1.363329e-15
1000 1.572707e-05 6.113245e-02
100 5.007036e-04 5.362361e-02
65 9.593262e-04 5.278628e-02
50 1.426878e-03 4.632181e-02
40 2.001627e-03 4.307682e-02
30 3.101068e-03 3.477813e-02
26 3.858403e-03 2.627174e-02
23 4.654944e-03 1.763373e-02
20 5.768886e-03 1.907034e-06
18 6.784906e-03 4.086237e-15
17 7.410498e-03 8.517665e-16
16 8.138468e-03 -1.356088e-15
15 8.993899e-03 -1.361967e-15
1000 1.572707e-05 5.465931e-02
100 5.007036e-04 5.348525e-02
65 9.593262e-04 4.648689e-02
50 1.426878e-03 4.821138e-02
40 2.001627e-03 4.426246e-02
30 3.101068e-03 3.525117e-02
26 3.858403e-03 2.733960e-02
23 4.654944e-03 1.652254e-02
20 5.768886e-03 1.941203e-06
18 6.784906e-03 4.427794e-15
17 7.410498e-03 8.171425e-16
16 8.138468e-03 -1.334489e-15
15 8.993899e-03 -1.395127e-15
1000 1.572707e-05 5.709640e-02
100 5.007036e-04 5.639747e-02
65 9.593262e-04 4.910913e-02
50 1.426878e-03 4.637091e-02
40 2.001627e-03 4.421878e-02
30 3.101068e-03 3.410582e-02
26 3.858403e-03 2.728802e-02
23 4.654944e-03 1.845509e-02
20 5.768886e-03 1.864739e-06
18 6.784906e-03 4.290679e-15
17 7.410498e-03 8.690503e-16
16 8.138468e-03 -1.355409e-15
15 8.993899e-03 -1.296881e-15
1000 1.572707e-05 6.001393e-02
100 5.007036e-04 5.340782e-02
65 9.593262e-04 5.408022e-02
50 1.426878e-03 4.785342e-02
40 2.001627e-03 4.255877e-02
30 3.101068e-03 3.336216e-02
26 3.858403e-03 2.554824e-02
23 4.654944e-03 1.756947e-02
20 5.768886e-03 2.104332e-06
18 6.784906e-03 4.104685e-15
17 7.410498e-03 8.408593e-16
16 8.138468e-03 -1.345732e-15
15 8.993899e-03 -1.313604e-15
1000 1.572707e-05 5.433590e-02
100 5.007036e-04 5.393289e-02
65 9.593262e-04 4.923219e-02
50 1.426878e-03 4.886555e-02
40 2.001627e-03 4.318498e-02
30 3.101068e-03 3.387774e-02
26 3.858403e-03 2.618056e-02
23 4.654944e-03 1.641685e-02
20 5.768886e-03 2.025357e-06
18 6.784906e-03 4.266232e-15
17 7.410498e-03 9.190126e-16
16 8.138468e-03 -1.425255e-15
15 8.993899e-03 -1.266464e-15
1000 1.572707e-05 6.488497e-02
100 5.007036e-04 5.594763e-02
65 9.593262e-04 5.336147e-02
50 1.426878e-03 4.716293e-02
40 2.001627e-03 4.435431e-02
30 3.101068e-03 3.340911e-02
26 3.858403e-03 2.548263e-02
23 4.654944e-03 1.653263e-02
20 5.768886e-03 1.916603e-06
18 6.784906e-03 4.272714e-15
17 7.410498e-03 8.540272e-16
16 8.138468e-03 -1.350787e-15
15 8.993899e-03 -1.363587e-15
1000 1.572707e-05 6.186817e-02
100 5.007036e-04 5.372692e-02
65 9.593262e-04 5.268145e-02
50 1.426878e-03 4.862835e-02
40 2.001627e-03 4.184209e-02
30 3.101068e-03 3.238479e-02
26 3.858403e-03 2.672182e-02
23 4.654944e-03 1.592518e-02
20 5.768886e-03 1.969882e-06
18 6.784906e-03 4.459028e-15
17 7.410498e-03 8.936495e-16
16 8.138468e-03 -1.364699e-15
15 8.993899e-03 -1.326105e-15
1000 1.572707e-05 5.306246e-02
100 5.007036e-04 5.417267e-02
65 9.593262e-04 4.982460e-02
50 1.426878e-03 4.807617e-02
40 2.001627e-03 4.175021e-02
30 3.101068e-03 3.125336e-02
26 3.858403e-03 2.493915e-02
23 4.654944e-03 1.870258e-02
20 5.768886e-03 1.948819e-06
18 6.784906e-03 4.408884e-15
17 7.410498e-03 8.826169e-16
16 8.138468e-03 -1.451870e-15
15 8.993899e-03 -1.394723e-15
1000 1.572707e-05 6.015341e-02
100 5.007036e-04 5.367043e-02
65 9.593262e-04 5.217171e-02
50 1.426878e-03 4.625649e-02
40 2.001627e-03 4.184138e-02
30 3.101068e-03 3.501760e-02
26 3.858403e-03 2.433914e-02
23 4.654944e-03 1.711014e-02
20 5.768886e-03 1.948501e-06
18 6.784906e-03 4.166205e-15
17 7.410498e-03 8.651470e-16
16 8.138468e-03 -1.292180e-15
15 8.993899e-03 -1.345048e-15
1000 1.572707e-05 5.713091e-02
100 5.007036e-04 5.253536e-02
65 9.593262e-04 4.966935e-02
50 1.426878e-03 4.989123e-02
40 2.001627e-03 4.126248e-02
30 3.101068e-03 3.346850e-02
26 3.858403e-03 2.644138e-02
23 4.654944e-03 1.693089e-02
20 5.768886e-03 1.923062e-06
18 6.784906e-03 4.326514e-15
17 7.410498e-03 7.900002e-16
16 8.138468e-03 -1.403650e-15
15 8.993899e-03 -1.322036e-15
1000 1.572707e-05 5.555091e-02
100 5.007036e-04 5.345640e-02
65 9.593262e-04 5.245535e-02
50 1.426878e-03 4.943226e-02
40 2.001627e-03 4.333442e-02
30 3.101068e-03 3.090922e-02
26 3.858403e-03 2.745515e-02
23 4.654944e-03 1.670105e-02
20 5.768886e-03 2.077429e-06
18 6.784906e-03 4.241736e-15
17 7.410498e-03 8.522135e-16
16 8.138468e-03 -1.444379e-15
15 8.993899e-03 -1.398903e-15
1000 1.572707e-05 5.416340e-02
100 5.007036e-04 5.318032e-02
65 9.593262e-04 4.991344e-02
50 1.426878e-03 4.495056e-02
40 2.001627e-03 4.391562e-02
30 3.101068e-03 3.198948e-02
26 3.858403e-03 2.495961e-02
23 4.654944e-03 1.720487e-02
20 5.768886e-03 2.080439e-06
18 6.784906e-03 4.162810e-15
17 7.410498e-03 8.930564e-16
16 8.138468e-03 -1.385434e-15
15 8.993899e-03 -1.342468e-15
1000 1.572707e-05 5.181596e-02
100 5.007036e-04 5.489799e-02
65 9.593262e-04 5.143700e-02
50 1.426878e-03 4.646397e-02
40 2.001627e-03 4.143447e-02
30 3.101068e-03 3.360695e-02
26 3.858403e-03 2.686799e-02
23 4.654944e-03 1.676948e-02
20 5.768886e-03 1.994593e-06
18 6.784906e-03 4.232537e-15
17 7.410498e-03 8.232939e-16
16 8.138468e-03 -1.343961e-15
15 8.993899e-03 -1.335775e-15
1000 1.572707e-05 5.816543e-02
100 5.007036e-04 5.245066e-02
65 9.593262e-04 5.061365e-02
50 1.426878e-03 5.082051e-02
40 2.001627e-03 3.796124e-02
30 3.101068e-03 3.372227e-02
26 3.858403e-03 2.614282e-02
23 4.654944e-03 1.604336e-02
20 5.768886e-03 2.066136e-06
18 6.784906e-03 4.472046e-15
17 7.410498e-03 8.418577e-16
16 8.138468e-03 -1.345511e-15
15 8.993899e-03 -1.267684e-15
1000 1.572707e-05 6.271860e-02
100 5.007036e-04 5.806586e-02
65 9.593262e-04 5.156799e-02
50 1.426878e-03 4.905514e-02
40 2.001627e-03 4.548219e-02
30 3.101068e-03 3.292030e-02
26 3.858403e-03 2.500710e-02
23 4.654944e-03 1.809634e-02
20 5.768886e-03 2.010659e-06
18 6.784906e-03 4.497112e-15
17 7.410498e-03 8.284625e-16
16 8.138468e-03 -1.321756e-15
15 8.993899e-03 -1.314037e-15
1000 1.572707e-05 5.778070e-02
100 5.007036e-04 5.147217e-02
65 9.593262e-04 4.886945e-02
50 1.426878e-03 4.812065e-02
40 2.001627e-03 4.293355e-02
30 3.101068e-03 3.440771e-02
26 3.858403e-03 2.654989e-02
23 4.654944e-03 1.541350e-02
20 5.768886e-03 2.018079e-06
18 6.784906e-03 4.582213e-15
17 7.410498e-03 8.380235e-16
16 8.138468e-03 -1.369088e-15
15 8.993899e-03 -1.304543e-15
1000 1.572707e-05 5.973294e-02
100 5.007036e-04 5.201140e-02
65 9.593262e-04 5.125617e-02
50 1.426878e-03 4.940844e-02
40 2.001627e-03 3.963276e-02
30 3.101068e-03 3.618535e-02
26 3.858403e-03 2.609172e-02
23 4.654944e-03 1.806632e-02
20 5.768886e-03 2.149051e-06
18 6.784906e-03 4.506057e-15
17 7.410498e-03 8.057859e-16
16 8.138468e-03 -1.366092e-15
15 8.993899e-03 -1.366263e-15
1000 1.572707e-05 5.985070e-02
100 5.007036e-04 5.162264e-02
65 9.593262e-04 5.049428e-02
50 1.426878e-03 4.187438e-02
40 2.001627e-03 4.112704e-02
30 3.101068e-03 3.389869e-02
26 3.858403e-03 2.472361e-02
23 4.654944e-03 1.603962e-02
20 5.768886e-03 1.928743e-06
18 6.784906e-03 4.426140e-15
17 7.410498e-03 8.638672e-16
16 8.138468e-03 -1.362514e-15
15 8.993899e-03 -1.311560e-15
1000 1.572707e-05 5.644657e-02
100 5.007036e-04 5.336942e-02
65 9.593262e-04 4.724465e-02
50 1.426878e-03 4.873095e-02
40 2.001627e-03 3.821110e-02
30 3.101068e-03 3.822043e-02
26 3.858403e-03 2.411301e-02
23 4.654944e-03 1.618453e-02
20 5.768886e-03 2.059894e-06
18 6.784906e-03 4.276423e-15
17 7.410498e-03 9.042502e-16
16 8.138468e-03 -1.375150e-15
15 8.993899e-03 -1.311633e-15
1000 1.572707e-05 5.618162e-02
100 5.007036e-04 5.276283e-02
65 9.593262e-04 4.981049e-02
50 1.426878e-03 4.885069e-02
40 2.001627e-03 4.349478e-02
30 3.101068e-03 3.276414e-02
26 3.858403e-03 2.994307e-02
23 4.654944e-03 1.559438e-02
20 5.768886e-03 1.965257e-06
18 6.784906e-03 4.211624e-15
17 7.410498e-03 8.589943e-16
16 8.138468e-03 -1.304389e-15
15 8.993899e-03 -1.388387e-15
1000 1.572707e-05 5.785092e-02
100 5.007036e-04 5.820074e-02
65 9.593262e-04 4.808079e-02
50 1.426878e-03 4.894173e-02
40 2.001627e-03 4.266140e-02
30 3.101068e-03 3.136567e-02
26 3.858403e-03 2.692572e-02
23 4.654944e-03 1.619208e-02
20 5.768886e-03 1.889316e-06
18 6.784906e-03 4.214128e-15
17 7.410498e-03 8.392754e-16
16 8.138468e-03 -1.379703e-15
15 8.993899e-03 -1.365509e-15
1000 1.572707e-05 6.132392e-02
100 5.007036e-04 5.926848e-02
65 9.593262e-04 5.190766e-02
